scope,dataset,level,method_id,component,signed_distance,normalized_deficit,boundary_class,frozen_decision,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U7,Q1_worst_descriptive,-0.30858872407113425,3.0858872407113425,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U7,0
FULL_PANEL,Cho2017,ALL,U14,Q2_mean,-0.15474908563407336,3.094981712681467,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U5,Q1_worst_descriptive,-0.31036391990496626,3.1036391990496623,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U5,Q2_mean,-0.15625480010183723,3.1250960020367446,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U5,0
FULL_PANEL,Cho2017,ALL,U7,Q2_upper,-0.15709165546764553,3.1418331093529104,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U7,0
FULL_PANEL,Cho2017,ALL,U7,Q1_mean,-0.15791294571602738,3.1582589143205473,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U7,0
FULL_PANEL,Cho2017,ALL,U5,Q2_mean,-0.16022317449889806,3.204463489977961,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U5,Q1_worst_descriptive,-0.32656119006955386,3.2656119006955384,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U5,0
FULL_PANEL,PhysionetMI,ALL,U7,Q1_worst,-0.3268693330459853,3.268693330459853,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U5,Q2_mean,-0.164191548895959,3.28383097791918,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U5,0
FULL_PANEL,PhysionetMI,ALL,U14,Q2_upper,-0.16539575522436678,3.3079151044873356,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U14,0
FULL_PANEL,Lee2019_MI,ALL,U7,Q2_upper,-0.16735862141893476,3.347172428378695,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U13,Q1_worst_descriptive,-0.3467991041980326,3.467991041980326,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U13,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U5,Q1_mean,-0.1787974901465792,3.575949802931584,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U5,Q1_worst_descriptive,-0.36848598904217533,3.684859890421753,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U14,Q1_mean,-0.1850904613816809,3.7018092276336176,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U14,0
FULL_PANEL,Cho2017,ALL,U7,Q1_worst,-0.37099152144396064,3.709915214439606,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U5,Q2_mean,-0.18731989312152347,3.7463978624304692,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U7,Q1_worst_descriptive,-0.37938335719382377,3.7938335719382374,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U11,Q1_worst_descriptive,-0.37944706861515853,3.7944706861515853,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U7,Q1_worst_descriptive,-0.38216999528763684,3.821699952876368,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U15,Q2_maxT,-0.19122251552558095,3.8244503105116188,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U15,0
FULL_PANEL,Lee2019_MI,ALL,U5,Q2_upper,-0.19241774793241012,3.848354958648202,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U5,0
FULL_PANEL,PhysionetMI,ALL,U14,Q1_worst,-0.3901810759675992,3.901810759675992,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U7,Q1_mean,-0.19673668954325246,3.934733790865049,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U7,Q2_mean,-0.19739215882251965,3.9478431764503927,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U14,Q1_mean,-0.19898896598446136,3.9797793196892273,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U14,0
FULL_PANEL,Lee2019_MI,ALL,U7,Q1_worst,-0.40211535012555033,4.021153501255503,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U7,0
FULL_PANEL,PhysionetMI,ALL,U5,Q1_worst,-0.40488070644045593,4.048807064404559,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U5,0
FULL_PANEL,Lee2019_MI,ALL,U7,Q1_mean,-0.2052400564477176,4.104801128954351,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U5,Q1_mean,-0.20559856692525547,4.111971338505109,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U7,Q1_worst_descriptive,-0.41125531050093433,4.112553105009343,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U7,0
FULL_PANEL,Lee2019_MI,ALL,U5,Q1_worst,-0.4120031718072694,4.120031718072694,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U14,Q1_worst_descriptive,-0.4204378721574805,4.2043787215748045,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U14,Q1_mean,-0.21288747058724183,4.257749411744836,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U11,Q1_worst_descriptive,-0.42759400887202814,4.275940088720281,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U14,Q2_mean,-0.216332678476636,4.32665356953272,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U14,0
FULL_PANEL,Cho2017,ALL,U14,Q2_upper,-0.22368189060778126,4.473637812155625,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U14,0
FULL_PANEL,Cho2017,ALL,U14,Q1_mean,-0.22450318085616316,4.490063617123263,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U14,Q1_worst_descriptive,-0.451694235336916,4.51694235336916,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U5,Q1_worst_descriptive,-0.4555203545723635,4.555203545723635,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U5,0
FULL_PANEL,Cho2017,ALL,U5,Q2_upper,-0.22915597947260596,4.583119589452119,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U5,0
FULL_PANEL,Cho2017,ALL,U5,Q1_mean,-0.2299772697209878,4.5995453944197555,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U5,0
FULL_PANEL,Lee2019_MI,ALL,U5,Q1_mean,-0.23029918296119284,4.605983659223856,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U5,Q1_worst_descriptive,-0.4991542651134323,4.991542651134322,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,0,U14,Q1_worst_descriptive,-0.5004512354885744,5.004512354885744,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,1,U5,Q1_mean,-0.2543559725167201,5.087119450334401,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=1|method_id=U5,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U14,Q1_worst_descriptive,-0.5100925494552179,5.100925494552178,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U13,Q1_maxT,-0.25509483192700305,5.101896638540061,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U13,0
FULL_PANEL,PhysionetMI,ALL,U15,Q2_maxT,-0.2573378396936082,5.1467567938721634,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=PhysionetMI|method_id=U15,0
FULL_PANEL,Cho2017,ALL,U14,Q1_worst,-0.5171986560442079,5.171986560442079,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U14,Q2_mean,-0.2719850359370034,5.439700718740068,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U11,Q1_maxT,-0.27874559409188704,5.574911881837741,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U11,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U5,Q1_mean,-0.2818008757758064,5.636017515516128,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U5,0
FULL_PANEL,Lee2019_MI,ALL,U14,Q2_mean,-0.28606386778940596,5.721277355788119,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U7,Q1_worst_descriptive,-0.6078114643245321,6.078114643245321,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U7,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U14,Q1_worst_descriptive,-0.613959439930935,6.13959439930935,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,0,U14,Q1_mean,-0.310813661130919,6.21627322261838,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Lee2019_MI,1,U7,Q1_mean,-0.3174303536474178,6.348607072948355,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Lee2019_MI|level=1|method_id=U7,0
FULL_PANEL,Lee2019_MI,ALL,U14,Q1_worst,-0.6353731184338401,6.353731184338401,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,Cho2017,0,U14,Q1_mean,-0.3213288027604216,6.4265760552084314,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=Cho2017|level=0|method_id=U14,0
LEVEL_SPECIFIC_DESCRIPTIVE_COMPONENT,PhysionetMI,1,U7,Q1_worst_descriptive,-0.675097854673128,6.75097854673128,MATERIAL,0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,dataset=PhysionetMI|level=1|method_id=U7,0
FULL_PANEL,Lee2019_MI,ALL,U14,Q2_upper,-0.3554420215002138,7.108840430004276,MATERIAL,False,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U14,0
