replicate,p1_subject_delta,p2_task_nll_delta,p3_overlap_delta
455,3.713551521944543,-0.03838019326041886,-0.018680833406019736
456,3.5168698793132,-0.025263262588127944,-0.009773151769077882
457,3.3009385116291576,-0.046264842667564476,-0.010509826404548908
458,3.4704505856672903,-0.020332550441990005,-0.012644599998877182
459,3.500442509408227,-0.007006732038100427,-0.010862505517828348
460,3.388290052525549,-0.0279171429181706,-0.008640089639405234
461,3.53772083374757,0.00411499588832509,-0.01345477884666894
462,3.4530471377738747,-0.0031766787337237368,-0.013850281257018569
463,3.614248815626313,-0.05012127887953666,-0.015061210751072071
464,3.533577079209965,-0.02283257789511195,-0.015438731553469767
465,3.618118246964321,0.006348559193144698,-0.005826579310266797
466,3.649544108872671,-0.012296101302673446,-0.0187694384399414
467,3.666844500672097,-0.03691393845941571,-0.010601867079557313
468,3.6884075793368893,-0.019041552203721945,-0.025309837295112117
469,3.4568979467277265,0.00030356351754301514,-0.012920522799264395
470,3.561010479115825,-0.010413786967622407,-0.010082728035471774
471,3.5310074689830966,0.00940612402516372,-0.010676240782987678
472,3.65044385898422,-0.014121684758526598,-0.01848453291561434
473,3.6256038778633677,-0.015540725113601273,-0.02301366250097979
474,3.601576572786975,-0.03621956003395166,-0.02111679206490383
475,3.5207108991753,-0.01161715318888401,-0.021754376817171576
476,3.5329564445086032,-0.031055393705552437,-0.015072013233575713
477,3.5025795456432363,-0.057956368319116436,-0.01590404590939374
478,3.3979131721984723,-0.0057140608153476435,-0.017900236507887267
479,3.792382534393503,-0.0025461421259707073,-0.0189392137081755
480,3.627716912770977,-0.024340324613733255,-0.012168983873980015
481,3.747039961954605,-0.028413040779082355,-0.018960400849865753
482,3.459046815577573,-0.004215454243957861,-0.014372148111280379
483,3.6267232274171017,-0.02366950254761191,-0.018490740524094277
484,3.7039512238193177,-0.04511015940851548,-0.013982712131494629
485,3.4169786742395534,0.015079693343948986,-0.012420675983598278
486,3.552311142789147,-0.03275977087059667,-0.010929630072890544
487,3.6419071144054946,-0.018707367502276195,-0.020302723533227474
488,3.4657427545356665,-0.022733680029313863,-0.01795039197322686
489,3.5544025450490713,-0.013235487845410177,-0.014502330977330533
490,3.6127988696650797,-0.013375084515086844,-0.016244609085929618
491,3.6559822616954607,-0.040411971760753396,-0.009428988350087816
492,3.5261644852295606,0.004404799852790298,-0.01865483123090007
493,3.6145862126639656,-0.003939173646340777,-0.019441712901751316
494,3.7076563725678082,-0.030306945918801453,-0.01820551259304751
495,3.7324146183241522,-0.03014620529145784,-0.007863248937847685
496,3.674157184668287,0.0227537711295982,-0.02215110572035983
497,3.6316931003316326,-0.025333405890445082,-0.013440396856474916
498,3.6746124849359463,-0.0407542793064537,-0.003985192467471858
499,3.7824798683926972,-0.03481366385111295,-0.013550733181619704
500,3.5275233860303805,-0.029321540548371328,-0.012057619209651496
501,3.694427017652604,-0.06382535678923462,-0.01833660311983093
502,3.573772547011254,-0.01925061628272262,-0.007638693353089657
503,3.547267056661611,-0.018886966665641935,-0.013686883949164941
504,3.562719869297531,0.010907460060665564,-0.007256624594022577
505,3.743126083462808,-0.020856009073706883,-0.015988799165498564
506,3.6885548319459227,-0.028791203811644905,-0.018405178434049898
507,3.7736831473504964,-0.027078593990346178,-0.00881119340026687
508,3.489456955467414,-0.02475943056369667,-0.016663502287772965
509,3.5727693244564485,-0.04077507161950411,-0.007772566819462163
510,3.5169277709661326,-0.02576026624852501,-0.011796310404456896
511,3.441823863397346,-0.035736362138306,-0.00988826914421723
512,3.6984464434636477,-0.017256661691634978,-0.022267398348723794
513,3.6724082191339624,-0.01943691904800149,-0.0023833706918226644
514,3.5331310033639802,-0.017574579526209,-0.013305709086797696
515,3.4427144832381256,-0.03397280527758584,-0.01427025330525718
516,3.7911758598188428,-0.01231793795547187,-0.015795650607571078
517,3.7656410143744186,-0.025568089452964404,-0.00997590801483188
518,3.6512944885975225,-0.04650331373892813,-0.02155418762675198
519,3.5765102701964127,-0.046883855791971296,-0.01854108019167849
520,3.4408383992454703,-0.009264073638983295,-0.015892891615943674
521,3.7809477598730603,-0.010648290617857992,-0.02628752252490049
522,3.774912731137658,-0.035987627109104636,-0.00905033890236372
523,3.606020170909969,-0.028061320571362014,-0.014777371641691225
524,3.480428321224527,0.0070800874480938525,-0.014572300421986734
525,3.6202890700504353,-0.023591401678944912,-0.012855817642564986
526,3.6140591562761797,-0.021968153177921668,-0.019063792801056283
527,3.508737157496241,-0.03790699808257836,-0.015907608649855368
528,3.5196109492539174,-0.03163862272847329,-0.014352262088913825
529,3.462689805833802,0.002746711665124746,-0.016654651824777374
530,3.7943326697948594,0.0052289116491786025,-0.017183408288462508
531,3.526106926740422,-0.040757261635657294,-0.019763563783460208
532,3.3737692721485923,-0.008373964827848468,-0.014633386856993405
533,3.6887880578764385,-0.014901910569296462,-0.011649911278614238
534,3.6559744933663954,-0.060745662361426866,-0.01181815343361689
535,3.6159927651589614,-0.021554200537921897,-0.0077302795765956216
536,3.6928125800408953,-0.05511499875850534,-0.01937800080148488
537,3.648259153803991,-0.023655899584964946,-0.01545913723834971
538,3.4906703341026493,-0.030485372859109017,-0.015377808182113106
539,3.4524146544358607,-0.03176045709890385,-0.013839095683075526
540,3.504928529507093,-0.008938705296773986,-0.014153132977444204
541,3.5054657014089345,-0.04368571301588853,-0.018566630723202943
542,3.6443049186036975,0.0017263343147040366,-0.018155650327405
543,3.6984438653130693,-0.02101366552438355,-0.007714040768311257
544,3.4644859473549463,-0.01022812797894046,-0.008241556397253835
545,3.517894046107064,-0.0037369908825324316,-0.00812218459600052
546,3.4415022794130303,-0.049582091712086385,-0.01657961120223688
547,3.6811362932624596,-0.0474277459703889,-0.017831501460910566
548,3.7400799372108007,-0.011659272184323388,-0.027591573345701774
549,3.7155764526574693,-0.026040634260122708,-0.014391478093282742
550,3.5852051486654517,-0.017374031444894467,-0.011644052909369866
551,3.5815142040539465,-0.03723338257033948,-0.005286516084314359
552,3.5185501052190307,-0.018644311752113563,-0.01241573709706948
553,3.5760500695790354,0.006559424483032483,-0.015351753859204634
554,3.6199557674115583,-0.029676531801829942,-0.006392235787280473
555,3.6505721148440933,-0.025740825924271515,-0.021366333461031506
556,3.4806459648314623,-0.046067079436549196,-0.015359430482579952
557,3.595213642733899,-0.012799829976234633,-0.01869998453716154
558,3.6979957937961516,-0.0026429663178020313,-0.010221720777952675
559,3.566474280425284,-0.030636401127790425,-0.014145839570280563
560,3.304617148251004,-0.07500262677982406,-0.006081889824383256
561,3.627656067927205,0.0007055664423352148,-0.02206187792460078
562,3.6232124691127634,0.02463805789946738,-0.015623126997219013
563,3.5639497887158775,-0.05910014485090587,-0.010485540301924678
564,3.4616618466632874,-0.0261465617280483,-0.0131760703361514
565,3.401255540027587,-0.03598707293657588,-0.015723672955430965
566,3.8328433706505862,0.02423608490328366,-0.01685608604986103
567,3.5761135406427234,-0.03440203613915216,-0.016047058859645844
568,3.6567752471685777,-0.02531595777354978,-0.020890399500791072
569,3.6326582497425095,-0.024903721212973462,-0.013221435912383287
570,3.8270937968159875,-0.045965333996588864,-0.008420955080030448
571,3.575248256777422,-0.025686300176390287,-0.013590163037810299
572,3.6047052141926725,-0.008855241506515732,-0.014784573274763069
573,3.800578241356876,-0.024376314950863787,-0.014228926877680403
574,3.5106835112708055,-0.03319605728295727,-0.013096336761662847
575,3.675890443836643,-0.034403272580315836,-0.005389708903428731
576,3.775577395195972,-0.010790376962884984,-0.009096128340721557
577,3.528175417982926,-0.026312312636309176,-0.015177616915383215
578,3.44104081090174,-0.0015737265957298519,-0.018413674047602285
579,3.5211040891582526,-0.05395536449754523,-0.008711192044075187
580,3.4110920420508113,-0.0271101728145573,-0.01860133866553985
581,3.6420617627726166,-0.006915967485885854,-0.027618051632626574
582,3.389530853327967,0.006996186831945916,-0.01296169621395974
583,3.5945379374914657,-0.043312120826032086,-0.01952204740980106
584,3.5945145453185408,-0.002137782354522777,-0.013574165990888391
585,3.478919729928508,-0.0038133949153906777,-0.017684105530554547
586,3.5115181232995063,-0.027456310455113098,-0.016604896602921974
587,3.4785531166231927,-0.014009373189383556,-0.024119761815140264
588,3.487388960246162,-0.009548964007613847,-0.010594663064561301
589,3.5539848925902855,-0.01863443089580441,-0.009340903219606966
590,3.476368905238708,-0.03634960006085164,-0.015734454867973494
591,3.6360124588462606,0.004469603900970398,-0.015730374115882986
592,3.6319954266654437,-0.03329611493848583,-0.008408410753903015
593,3.383324032673063,0.008445800631533995,-0.008491249219928224
594,3.6698930032997774,-0.017204149252892265,-0.004254321840620176
595,3.659429694907236,-0.05606757386926642,-0.0124881025878779
596,3.630500669772709,0.00480121363393593,-0.022442218794560435
597,3.60446844411454,-0.018639220060385764,-0.024149236691347685
598,3.440962926885413,0.006229312550385391,-0.015019624953003519
599,3.6806483997798862,-0.00946860597173016,-0.018509172296975785
600,3.5910159596777818,-0.017308576210191884,-0.023211722124012485
601,3.4675443871318627,-0.05283007570324161,-0.019242608419553775
602,3.542584916942974,-0.00626547619181661,-0.006211239889590974
603,3.542576786606401,-0.002371045465422217,-0.01117870924183402
604,3.6164087262708473,-0.04427647085599906,-0.012872213450673336
605,3.6979005641426723,-0.013240839180432395,-0.009558031897397727
606,3.5392716920913014,-0.04631135149926724,-0.015704386439943742
607,3.3318075493921695,-0.005883845812517219,-0.009433382739307262
608,3.4686247279741766,-0.03535462776798903,-0.011581820085318443
609,3.4806953700790753,-0.00020379843171403067,-0.006643246035741998
610,3.5250647310885617,-0.019935243956877624,-0.010818745337569238
611,3.544643724055919,-0.04878535022108421,-0.007199866287974942
612,3.3456993409196967,-0.025400000190523908,-0.0203869783229981
613,3.683579644515017,-0.028226416398520193,-0.006651060427578563
614,3.781865884591271,-0.01817660625328754,-0.01721861765011134
615,3.768314802589653,-0.014867776534685628,-0.014788963093678473
616,3.735667357452857,-0.02825494705477416,-0.014302610834069345
617,3.7435456274790098,-0.029868608249653317,-0.009813427929023743
618,3.5981448573474766,-0.01893724252218254,-0.014170076592699546
619,3.562609638318741,-0.0254909519322859,-0.008749876984478811
620,3.486006251493381,-0.020800957593720693,-0.01220241448870954
621,3.851745511008734,-0.008920301018382037,-0.022521275028239852
622,3.5744800373822274,-0.018473132484305044,-0.009131879820750668
623,3.5049762817543706,-0.006802699262876022,-0.01444101184017833
624,3.4184696036404136,-0.00016205134539726274,-0.007138689593582763
625,3.657016007479908,-0.05035188256111489,-0.01719991690788375
626,3.730126924784539,-0.034903538568573644,-0.007703908128290277
627,3.398822546994174,-0.005989309505277873,-0.016305677571161376
628,3.463396181967297,-0.0013073319985439369,-0.01739677180988573
629,3.55915696910986,-0.03995732257241569,-0.00956433264236188
630,3.434345203272051,-0.027191006501020354,-0.016380733496958566
631,3.5912844011831404,0.012833052798764122,-0.01972448572522872
632,3.615224649644653,0.005967281123195001,-0.018369301017105384
633,3.5684348757053677,-0.03456377111562858,-0.018824178628572646
634,3.5149129823360075,-0.040133194362713454,-0.007178170207200116
635,3.5293105540157725,0.01050084061298362,-0.013752329239266014
636,3.464612412674307,-0.044837803496887485,-0.016136233801764033
637,3.670739616104002,-0.03660613813885005,-0.010680822782978536
638,3.560540643162824,-0.004106606683516034,-0.01299958833402461
639,3.625868790945697,-0.012611999258151041,-0.01337752745530715
640,3.384286722948209,-0.04886775443910496,-0.01937485170515055
641,3.5248948168012966,-0.03584691403662266,-0.009439549363115335
642,3.267258565596194,-0.015455338660979923,-0.013810827157843934
643,3.5548572559225025,-0.002994723594782034,-0.02108474594338199
644,3.545403162168562,-0.0003155568550146093,-0.019889479772187458
645,3.456301830027652,-0.0440275303299309,-0.019285012766230694
646,3.5810261433545505,-0.002828670606874528,-0.008670676853940552
647,3.6984196904606472,-0.034782682585003055,-0.020848110906197294
648,3.4287641068643353,-0.011376049489062456,-0.01753059363300293
649,3.4997012128720715,-0.0027874509083760657,-0.0102295685959688
650,3.6803037821921523,-0.04768932959049543,-0.010763014646259457
651,3.6407493009299348,-0.030916630652985777,-0.006425253967233178
652,3.490966337407932,-0.013117897545136703,-0.006341103955992872
653,3.3354956460767364,0.02294421080109066,-0.016470934586595518
654,3.328035208999773,-0.026259027157068626,-0.019971104589606964
655,3.383161494369639,-0.013528947930959934,-0.014056130828575028
656,3.6223319282073163,-0.0132155274823611,-0.0135225991816856
657,3.565977748127207,-0.013312945052616154,-0.025662484761489406
658,3.59940212071804,-0.055728482729658246,-0.015568462538177032
659,3.5101667486364847,-0.02514226295369104,-0.013851246088374111
660,3.589789179612417,-0.02066216043418434,-0.01746385301767001
661,3.567568796891111,-0.009503726373705668,-0.01200598621340808
662,3.510208498565469,-0.06167713592329083,-0.018746584591697042
663,3.326731369478914,-0.006842475751825283,-0.010605945981138214
664,3.4842412214173404,-0.01780263156408024,-0.020813647254621342
665,3.575218690204413,-0.008331215678159865,-0.017773608892198294
666,3.5157298362156375,-0.05003953168652764,-0.020441786552666426
667,3.572142523525166,-0.035647398303396916,-0.003478451812771101
668,3.6050369332564802,-0.02333451272308551,-0.005090332966652379
669,3.6078265870879527,-0.02745684380499247,-0.014611874865571375
670,3.4570878718227793,-0.021284783159672305,-0.020350429233462874
671,3.657980461627149,-0.02561019247771279,-0.029507739274110687
672,3.59647453877386,-0.03446811287760365,-0.01748473083099848
673,3.474371469682412,-0.006914469379712518,-0.015676208033860495
674,3.696283132388129,0.0027171082943602265,-0.013389276025074604
675,3.5365444999864963,-0.03895341404787045,-0.019223735309417556
676,3.7138918616180314,0.005379044359246965,-0.014174314758482673
677,3.682459121979784,-0.029686177978578865,-0.005705805012803131
678,3.3932819051313254,-0.02701540757518961,-0.017505668052276265
679,3.687997848544521,-0.021149998801169634,-0.020521307301164422
680,3.510997858416661,-0.017371332509961146,-0.020290289413544178
681,3.750340465660403,-0.05198614280987979,-0.009467466123114242
682,3.7271254499170734,-0.005010808096556296,-0.010118063926871715
683,3.5076110861367136,-0.023647697013538416,-0.017180308962986796
684,3.4441823883079565,-0.03124108007662052,-0.018047111347811978
